accession	tax_id	organism	superkingdom	phylum	class	order	family	genus	species
A0A919XXS7	1274374	Paenibacillus antibioticophila		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus antibioticophila
A0A919Y104	1792174	Paenibacillus apis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus apis
A0A919Y6M8	1792174	Paenibacillus apis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus apis
A0A919Y6P8	1792174	Paenibacillus apis		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus apis
A0A919Y803	116718	Paenibacillus azoreducens		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus azoreducens
A0A919YP22	429341	Paenibacillus montaniterrae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus montaniterrae
A0A920BV15	77777	Robertmurraya siralis		Bacillota	Bacilli	Bacillales	Bacillaceae	Robertmurraya	Robertmurraya siralis
A0A920C6E4	545502	Ornithinibacillus bavariensis		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus bavariensis
A0A920CAR5	2716884	Paenibacillus albilobatus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus albilobatus
A0A920CEJ7	2716884	Paenibacillus albilobatus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus albilobatus
A0A920CFB2	1274374	Paenibacillus antibioticophila		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus antibioticophila
A0A920CR75	116718	Paenibacillus azoreducens		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus azoreducens
A0A920D1C4	429341	Paenibacillus montaniterrae		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus montaniterrae
A0A921FVS4	1476	Sporosarcina psychrophila		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina psychrophila
A0A921FXD2	1476	Sporosarcina psychrophila		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina psychrophila
A0A921HZG9	1871021	Lachnoclostridium phocaeense		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phocaeense
A0A923E4N2	1553	Clostridium tetanomorphum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetanomorphum
A0A923E9D8	1553	Clostridium tetanomorphum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetanomorphum
A0A923EDG8	1553	Clostridium tetanomorphum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetanomorphum
A0A923J305	1553	Clostridium tetanomorphum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetanomorphum
A0A923L1X2	2763016	Anaerofilum hominis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerofilum	Anaerofilum hominis
A0A923L4W7	2763055	Ornithinibacillus hominis		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus hominis
A0A923L5M6	2763055	Ornithinibacillus hominis		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus hominis
A0A923L8A0	2763055	Ornithinibacillus hominis		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus hominis
A0A923LFY1	2763054	Mediterraneibacter hominis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter hominis
A0A923LR04	2763064	Roseburia zhanii		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia zhanii
A0A923RKA0	2763055	Ornithinibacillus hominis		Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus hominis
A0A926D1W9	2763654	Luoshenia tenuis		Bacillota	Clostridia	Christensenellales	Christensenellaceae	Luoshenia	Luoshenia tenuis
A0A926D531	2763655	Gehongia tenuis		Bacillota	Clostridia	Christensenellales	Christensenellaceae	Gehongia	Gehongia tenuis
A0A926DDF3	2763660	Feifania hominis		Bacillota	Clostridia	Eubacteriales	Feifaniaceae	Feifania	Feifania hominis
A0A926DR00	2763661	Bianquea renquensis		Bacillota	Clostridia	Eubacteriales	Bianqueaceae	Bianquea	Bianquea renquensis
A0A926DY25	2763658	Ligaoa zhengdingensis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ligaoa	Ligaoa zhengdingensis
A0A926E1T0	2763659	Fumia xinanensis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Fumia	Fumia xinanensis
A0A926EET5	2763666	Zhenhengia yiwuensis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Zhenhengia	Zhenhengia yiwuensis
A0A926EGD7	2763666	Zhenhengia yiwuensis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Zhenhengia	Zhenhengia yiwuensis
A0A926ES16	2763679	Paratissierella segnis		Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Paratissierella	Paratissierella segnis
A0A926F158	2763667	Wansuia hejianensis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Wansuia	Wansuia hejianensis
A0A926HR17	2763662	Yeguia hominis		Bacillota	Clostridia	Eubacteriales	Yeguiaceae	Yeguia	Yeguia hominis
A0A926HYI1	2763657	Congzhengia minquanensis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Congzhengia	Congzhengia minquanensis
A0A926IBY9	2763677	Zongyangia hominis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Zongyangia	Zongyangia hominis
A0A926ICV8	2763666	Zhenhengia yiwuensis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Zhenhengia	Zhenhengia yiwuensis
A0A926IE28	2763679	Paratissierella segnis		Bacillota	Tissierellia	Tissierellales	Tissierellaceae	Paratissierella	Paratissierella segnis
A0A926IH84	2763678	Youxingia wuxianensis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Youxingia	Youxingia wuxianensis
A0A926IL40	2763667	Wansuia hejianensis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Wansuia	Wansuia hejianensis
A0A926KN13	2770274	Paenibacillus sedimenti		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sedimenti
A0A926KRX0	2770274	Paenibacillus sedimenti		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sedimenti
A0A926KU79	2770274	Paenibacillus sedimenti		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sedimenti
A0A926N717	2771432	Polycladospora coralii		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Polycladospora	Polycladospora coralii
A0A926N7Z2	2771432	Polycladospora coralii		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Polycladospora	Polycladospora coralii
A0A926NFC9	2771434	Metabacillus arenae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus arenae
A0A926QJY9	2770274	Paenibacillus sedimenti		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sedimenti
A0A926RX03	2771434	Metabacillus arenae		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus arenae
A0A927BX16	2772509	Paenibacillus sabuli		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sabuli
A0A927CGN2	2772299	Paenibacillus arenilitoris		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus arenilitoris
A0A927CX98	2772559	Peribacillus faecalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus faecalis
A0A927CZY6	2772559	Peribacillus faecalis		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus faecalis
A0A927H3N6	2772510	Paenibacillus oceani		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus oceani
A0A927H4B5	2772510	Paenibacillus oceani		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus oceani
A0A927H8R4	2772299	Paenibacillus arenilitoris		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus arenilitoris
A0A927R5S4	34101	Sporosarcina limicola		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina limicola
A0A927WBU3	318464	Clostridium sulfidigenes		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sulfidigenes
A0A928KNW9	1549	Faecalispora sporosphaeroides		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalispora	Faecalispora sporosphaeroides
A0A931HX10	311194	Halobacillus yeomjeoni		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus yeomjeoni
A0A931MW18	311194	Halobacillus yeomjeoni		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus yeomjeoni
A0A934HUI9	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934HWC8	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934I2B4	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934I2X1	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934JBN7	2798579	Paenibacillus roseus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus roseus
A0A934M2U9	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934M3A5	339861	Clostridium aciditolerans		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aciditolerans
A0A934TYH8	2763069	Ruminococcus difficilis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus difficilis
A0A934WSF9	2763069	Ruminococcus difficilis		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus difficilis
A0A937FEV9	2803863	Clostridium paridis		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paridis
A0A937K5F8	2803863	Clostridium paridis		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paridis
A0A937K6F4	2803863	Clostridium paridis		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paridis
A0A938XUF3	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938XUW7	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938XVR6	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938XYF5	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938Y0D2	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938Y3N2	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A938Y3R9	1125967	Brevibacillus fulvus		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus fulvus
A0A939BQK2	706427	Halanaerobacter jeridensis		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Halanaerobacter	Halanaerobacter jeridensis
A0A939IIC7	33953	Clostridium aminobutyricum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium aminobutyricum
A0A940NGY5	2820819	Gottfriedia endophytica		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia endophytica
A0A940WS78	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A940WT28	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A940WV37	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A940WX38	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A941APA6	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A941AQL2	2822140	Halalkalibacter suaedae		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
A0A941CTK5	2912308	Allobacillus saliphilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Allobacillus	Allobacillus saliphilus
A0A941DQI8	447199	Virgibacillus salarius		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus salarius
A0A941DTL7	447199	Virgibacillus salarius		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus salarius
A0A941GAQ5	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A941GB12	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A941JFA4	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A941JLQ4	1397	Niallia circulans		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia circulans
A0A942SUC7	2833578	Neobacillus citreus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus citreus
A0A942T1J4	2833578	Neobacillus citreus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus citreus
A0A942T515	2833578	Neobacillus citreus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus citreus
A0A942T730	2833578	Neobacillus citreus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus citreus
A0A942TCH0	2833580	Lederbergia citri		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citri
A0A942TNM2	2833583	Lederbergia citrisecunda		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrisecunda
A0A942U618	2833579	Neobacillus rhizophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
A0A942U7L4	2833579	Neobacillus rhizophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
A0A942U896	2833579	Neobacillus rhizophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
A0A942UN94	2833581	Lederbergia citrea		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrea
A0A942UPR8	2833581	Lederbergia citrea		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrea
A0A942UV55	2683708	Anaeromonas frigoriresistens		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Anaeromonas	Anaeromonas frigoriresistens
A0A942UWA0	2683708	Anaeromonas frigoriresistens		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Anaeromonas	Anaeromonas frigoriresistens
A0A942UZU0	2683708	Anaeromonas frigoriresistens		Bacillota	Tissierellia	Tissierellales	Thermohalobacteraceae	Anaeromonas	Anaeromonas frigoriresistens
A0A942WAX9	31971	Amedibacillus dolichus		Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus
A0A942YBR5	2833578	Neobacillus citreus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus citreus
A0A942YIC6	2833580	Lederbergia citri		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citri
A0A942YK06	2833583	Lederbergia citrisecunda		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrisecunda
A0A942YL27	2833583	Lederbergia citrisecunda		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrisecunda
A0A942YTM7	2833579	Neobacillus rhizophilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
A0A942Z4H8	2833581	Lederbergia citrea		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia citrea
A0A944CMZ2	308892	Mesobacillus boroniphilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus boroniphilus
A0A944CNU9	308892	Mesobacillus boroniphilus		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus boroniphilus
A0A947CZ18	1484	Hydrogenibacillus schlegelii		Bacillota	Bacilli	Bacillales	Bacillales Family X. Incertae Sedis	Hydrogenibacillus	Hydrogenibacillus schlegelii
A0A948WRT4	2838597	Candidatus Allofournierella pullistercoris		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Allofournierella	Candidatus Allofournierella pullistercoris
A0A949K2R4	2850323	Diplocloster agilis		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Diplocloster	Diplocloster agilis
A0A949TSW3	2794346	Clostridium thailandense		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thailandense
A0A949WVN1	2794346	Clostridium thailandense		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thailandense
A0A949WWJ7	2794346	Clostridium thailandense		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thailandense
A0A949X4U9	2794346	Clostridium thailandense		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium thailandense
A0A953LEH3	2734	Symbiobacterium thermophilum		Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
A0A953LHG1	2734	Symbiobacterium thermophilum		Bacillota	Clostridia	Eubacteriales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
A0A964RME0	225345	Clostridium chromiireducens		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens
A0A964RME4	225345	Clostridium chromiireducens		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens
A0A964RPD9	225345	Clostridium chromiireducens		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium chromiireducens
A0A972GQU8	2654974	Paenibacillus foliorum		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus foliorum
A0A972GRL2	2654974	Paenibacillus foliorum		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus foliorum
A0A972GSS3	2654974	Paenibacillus foliorum		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus foliorum
A0A972GZI6	2654974	Paenibacillus foliorum		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus foliorum
A0A974BLW7	1123245	Sedimentibacter hydroxybenzoicus DSM 7310		Bacillota	Tissierellia			Sedimentibacter	Sedimentibacter hydroxybenzoicus
A0A974GWQ0	1123245	Sedimentibacter hydroxybenzoicus DSM 7310		Bacillota	Tissierellia			Sedimentibacter	Sedimentibacter hydroxybenzoicus
A0A974NP15	1407	Peribacillus psychrosaccharolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus
A0A974NP56	1407	Peribacillus psychrosaccharolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus
A0A974P7B7	373687	Paenibacillus sonchi		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sonchi
A0A974RZB9	1407	Peribacillus psychrosaccharolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus
A0A974S191	1407	Peribacillus psychrosaccharolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus
A0A974S1T3	1407	Peribacillus psychrosaccharolyticus		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus psychrosaccharolyticus
A0A974SAZ2	373687	Paenibacillus sonchi		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sonchi
A0A975AVJ5	2755338	Aceticella autotrophica		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Aceticella	Aceticella autotrophica
A0A9C7GC21	2880968	Pseudoneobacillus rhizosphaerae		Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudoneobacillus	Pseudoneobacillus rhizosphaerae
A0A9D0ZCB5	2840922	Candidatus Scatomorpha intestinavium		Bacillota	Clostridia	Eubacteriales		Candidatus Scatomorpha	Candidatus Scatomorpha intestinavium
A0A9D0ZQP4	2840909	Candidatus Pullichristensenella stercorigallinarum		Bacillota	Clostridia			Candidatus Pullichristensenella	Candidatus Pullichristensenella stercorigallinarum
A0A9D1AKB3	2840775	Candidatus Egerieicola pullicola		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Egerieicola	Candidatus Egerieicola pullicola
A0A9D1CJ40	2840693	Candidatus Avichristensenella intestinipullorum		Bacillota	Clostridia			Candidatus Avichristensenella	Candidatus Avichristensenella intestinipullorum
A0A9D1CKP1	2840793	Candidatus Faecenecus gallistercoris		Bacillota				Candidatus Faecenecus	Candidatus Faecenecus gallistercoris
A0A9D1CQC0	2840875	Candidatus Onthenecus intestinigallinarum		Bacillota	Clostridia	Eubacteriales		Candidatus Onthenecus	Candidatus Onthenecus intestinigallinarum
A0A9D1D9G4	2840727	Candidatus Choladousia intestinavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Candidatus Choladousia	Candidatus Choladousia intestinavium
A0A9D1DBL0	2840751	Candidatus Coproplasma stercoripullorum		Bacillota	Clostridia	Eubacteriales		Candidatus Coproplasma	Candidatus Coproplasma stercoripullorum
A0A9D1DQR4	2840830	Candidatus Gallacutalibacter pullicola		Bacillota	Clostridia	Eubacteriales		Candidatus Gallacutalibacter	Candidatus Gallacutalibacter pullicola
A0A9D1EG42	2840824	Candidatus Fimimorpha faecalis		Bacillota	Clostridia	Eubacteriales		Candidatus Fimimorpha	Candidatus Fimimorpha faecalis
A0A9D1EJE3	2840777	Candidatus Egerieimonas intestinavium		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Candidatus Egerieimonas	Candidatus Egerieimonas intestinavium
A0A9D1EP11	2840799	Candidatus Faeciplasma gallinarum		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Faeciplasma	Candidatus Faeciplasma gallinarum
A0A9D1EPU6	2840858	Candidatus Limivivens intestinipullorum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Candidatus Limivivens	Candidatus Limivivens intestinipullorum
A0A9D1F4B1	2840941	Candidatus Scybalocola faecigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Candidatus Scybalocola (ex Gilroy et al. 2021)	Candidatus Scybalocola faecigallinarum
A0A9D1FL64	2840867	Candidatus Merdivicinus excrementipullorum		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Merdivicinus	Candidatus Merdivicinus excrementipullorum
A0A9D1G329	2840668	Candidatus Alectryocaccomicrobium excrementavium		Bacillota	Clostridia			Candidatus Alectryocaccomicrobium	Candidatus Alectryocaccomicrobium excrementavium
A0A9D1G7L5	2840720	Candidatus Caccosoma faecigallinarum		Bacillota				Candidatus Caccosoma	Candidatus Caccosoma faecigallinarum
A0A9D1GBM8	2840887	Candidatus Onthousia faecipullorum		Bacillota	Bacilli			Candidatus Onthousia	Candidatus Onthousia faecipullorum
A0A9D1GI77	2840724	Candidatus Caccovicinus merdipullorum		Bacillota	Clostridia	Eubacteriales		Candidatus Caccovicinus	Candidatus Caccovicinus merdipullorum
A0A9D1GTV7	2840800	Candidatus Faeciplasma pullistercoris		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Faeciplasma	Candidatus Faeciplasma pullistercoris
A0A9D1I7S0	2840963	Candidatus Egerieisoma faecipullorum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Egerieisoma	Candidatus Egerieisoma faecipullorum
A0A9D1I8S4	2840963	Candidatus Egerieisoma faecipullorum		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Candidatus Egerieisoma	Candidatus Egerieisoma faecipullorum
A0A9D1IFL8	2840816	Candidatus Fimenecus excrementigallinarum		Bacillota	Clostridia			Candidatus Fimenecus	Candidatus Fimenecus excrementigallinarum
A0A9D1IMI5	2840670	Candidatus Aphodocola excrementigallinarum		Bacillota	Bacilli			Candidatus Aphodocola	Candidatus Aphodocola excrementigallinarum
A0A9D1ISM6	2840774	Candidatus Egerieicola faecale		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Egerieicola	Candidatus Egerieicola faecale
A0A9D1J359	2840884	Candidatus Onthousia excrementipullorum		Bacillota	Bacilli			Candidatus Onthousia	Candidatus Onthousia excrementipullorum
A0A9D1J9C9	2840744	Candidatus Coproplasma avicola		Bacillota	Clostridia	Eubacteriales		Candidatus Coproplasma	Candidatus Coproplasma avicola
A0A9D1JVE8	2840927	Candidatus Scatomorpha merdipullorum		Bacillota	Clostridia	Eubacteriales		Candidatus Scatomorpha	Candidatus Scatomorpha merdipullorum
A0A9D1MJG8	2840747	Candidatus Coproplasma excrementigallinarum		Bacillota	Clostridia	Eubacteriales		Candidatus Coproplasma	Candidatus Coproplasma excrementigallinarum
A0A9D1NPD5	2840798	Candidatus Faeciplasma avium		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Faeciplasma	Candidatus Faeciplasma avium
A0A9D1P717	2840890	Candidatus Ornithocaccomicrobium faecavium		Bacillota	Clostridia			Candidatus Ornithocaccomicrobium	Candidatus Ornithocaccomicrobium faecavium
A0A9D1RBC0	2838542	Candidatus Dorea gallistercoris		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Candidatus Dorea gallistercoris
A0A9D1S9S3	2840862	Candidatus Merdicola faecigallinarum		Bacillota	Clostridia			Candidatus Merdicola	Candidatus Merdicola faecigallinarum
A0A9D1TGT4	2838501	Candidatus Blautia stercorigallinarum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia stercorigallinarum
A0A9D1UC08	2838414	Candidatus Acetatifactor stercoripullorum		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Candidatus Acetatifactor stercoripullorum
A0A9D1V5K3	2838596	Candidatus Allofournierella pullicola		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Allofournierella	Candidatus Allofournierella pullicola
A0A9D1VL24	2838499	Candidatus Blautia pullistercoris		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Candidatus Blautia pullistercoris
