accession	superkingdom	phylum	class	order	family	genus	species
CP005586.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 1NLA3E
MLYR01000019.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MUM 116
RBZO01000013.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus bengalensis
RIAX01000009.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus salinus
AP012050.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus
BMEL01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus andaensis
CP048021.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. MSP4-1
NUZU01000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AFS073361
QYTU02000010.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Siminovitchia fortis
KQ758618.1		Bacillota	Bacilli	Bacillales	Fictibacillaceae	Fictibacillus	Fictibacillus enclensis
KZ845677.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium	Thermoflavimicrobium daqui
WNHB01000031.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Terrilactibacillus	Terrilactibacillus tamarindi
APBN01000001.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus borstelensis
CP040093.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator sp. E03
FODJ01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus marinus
JAAIWM010000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mesophilus
JXRQ01000016.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus alimentarius
QPJJ01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Saliterribacillus	Saliterribacillus persicus
VTPS01000014.1		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Calorimonas	Calorimonas adulescens
CCXS01000001.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus massiliensis
CP020814.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter krulwichiae
FMIF01000008.1		Bacillota	Tissierellia	Tissierellales	Sporanaerobacteraceae	Sporanaerobacter	Sporanaerobacter sp. PP17-6a
LDJR01000054.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia	Lederbergia galactosidilytica
PZZP01000001.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Desmospora	Desmospora activa
CP007161.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. SK37
FOCQ01000004.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila
ALAN01000154.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus vireti
CP038016.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Paenisporosarcina	Paenisporosarcina antarctica
CP048104.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia	Kroppenstedtia pulmonis
LWSG01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus litoralis
WJNH01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salinibacillus	Salinibacillus xinjiangensis
CP038015.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Paenisporosarcina	Paenisporosarcina antarctica
FOJW01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus halodurans
FQZB01000036.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cavendishii
JABAIT010000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. DNRA2
LELK01000001.1							
BDGM02000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	Tepidibacillus sp. HK-1
FMZA01000017.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces thermohalophilus
JRUN01000110.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia ginsengihumi
MLYQ01000067.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MUM 13
AJLS01000121.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus bataviensis
CP003923.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella	Shouchella lehensis
JACEIP010000030.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces daqus
JAGYPD010000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-50079
JMGA01000034.1		Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus sp. HMP52
JRUN01000047.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia ginsengihumi
NOJZ02000025.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia maritimum
PGUW01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. V5-8f
QKZI01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus insolitus
QQAY01000020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Falsibacillus	Falsibacillus pallidus
VYKL01000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia endozanthoxylica
AFNU02000003.1		Mycoplasmatota	Mollicutes	Haloplasmatales	Haloplasmataceae	Haloplasma	Haloplasma contractile
AWVY01000012.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus aquiferis
CP002131.1		Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermosediminibacter	Thermosediminibacter oceani
CP022983.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus kochii
FMDO01000014.1		Bacillota	Clostridia	Eubacteriales		Proteiniborus	Proteiniborus sp. DW1
GL538353.1		Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi
JACGAG010000011.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. cel8
LN555523.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia ilealis
PDOD01000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus keqinensis
QWEH01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus profundus
QWEI01000002.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus yapensis
WUUL01000001.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	Shimazuella alba
CP041666.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Radiobacillus	Radiobacillus deserti
JAMQJZ010000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Aquibacillus	Aquibacillus koreensis
SSNT01000018.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sediminilitoris
AMYD01001647.1		Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides
CCRF01000061.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Caldibacillus	Caldibacillus thermoamylovorans
CP002028.1		Bacillota	Clostridia	Eubacteriales	Thermincolaceae	Thermincola	Thermincola potens
CP003359.1		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides halobius
FRCZ01000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus kekensis
JAALGD010000003.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus sp. SYP-B805
JAAZWO010000013.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetanomorphum
JANCLT010000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus	Ectobacillus ponti
RBZP01000024.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus halophilus
VOSC01000025.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	Seonamhaeicola algicola
WJEE01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus thailandensis
AP008955.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
BDGJ01000125.1		Bacillota	Clostridia	Neomoorellales	Calderihabitantaceae	Calderihabitans	Calderihabitans maritimus
JRUN01000071.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia ginsengihumi
KQ758655.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia veravalensis
QWEH01000012.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus profundus
SOPW01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Filobacillus	Filobacillus milosensis
CP016020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus weihaiensis
CP011974.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia endophytica
CP024123.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Solibacillus	Solibacillus sp. R5-41
RCHR01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus piezotolerans
BAUW01000012.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus boroniphilus
CP029002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp. 2017
JAGYPI010000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-49736
LWDV01000007.1		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia	Orenia metallireducens
QGTD01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus dipsosauri
SOEG01000017.1		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia	Orenia marismortui
WJNH01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salinibacillus	Salinibacillus xinjiangensis
ALAN01000121.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus vireti
BJXX01000247.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus danicus
CCDI010000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus karajensis
CDRZ01000249.1		Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Syntrophaceticus	Syntrophaceticus schinkii
FOYF01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. cl95
JAGXRP010000023.1		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		Desulfobulbaceae bacterium
QBKR01000005.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces profundicolus
WEIO01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus aerolatus
FNIG01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Tenuibacillus	Tenuibacillus multivorans
FNKD01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus salinus
MJEH01000016.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus solimangrovi
OAOP01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus oleivorans
SLYC01000023.1		Bacillota	Clostridia	Peptostreptococcales	Natronincolaceae	Serpentinicella	Serpentinicella alkaliphila
BAUV01000024.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter akibai
JRUN01000050.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia ginsengihumi
VDGG01000032.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus soli
AOFT01000011.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Bhargavaea	Bhargavaea cecembensis
NPDD01000069.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. 7884-1
CP017080.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus muralis
FORT01000011.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus centrosporus
FQWY01000021.1		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha	Thermosyntropha lipolytica
LWDV01000006.1		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Orenia	Orenia metallireducens
AORV01000027.1		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium cellobioparum
AVPG01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus litoralis
JXRP01000019.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus soli
ACOM01000001.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum
CP051144.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia sp. CE17
FUWM01000008.1		Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Selenihalanaerobacter	Selenihalanaerobacter shriftii
AP012029.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
FNGW01000001.1		Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia lituseburensis
VYKL01000030.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	Niallia endozanthoxylica
BJXW01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	Cerasibacillus quisquiliarum
JACEIP010000008.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces daqus
KE150421.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Paenisporosarcina	Paenisporosarcina sp. HGH0030
LOHZ01000028.1		Bacillota	Clostridia	Thermosediminibacterales	Thermosediminibacteraceae	Thermovenabulum	Thermovenabulum gondwanense
NUZU01000039.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. AFS073361
FMYI01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pelagirhabdus	Pelagirhabdus alkalitolerans
JAGIYQ010000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia	Gottfriedia endophytica
JRUN01000044.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia ginsengihumi
MSLS01000020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. MRMR6
NPMS01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus indicus
QXXA01000015.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Senegalia	Senegalia massiliensis
CP015436.1		Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus sp. B7M1
MAYV01000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-27986
AMPQ01000014.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium jeotgali
CGIH01000038.1		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi
FRCZ01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus kekensis
JAGKSQ010000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Halalkalibacter	Halalkalibacter suaedae
CP002394.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Evansella	Evansella cellulosilytica
JNVC02000015.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus indicus
FXTI01000001.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces algeriensis
LR700946.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Terribacillus	Terribacillus sp. AE2B 122
LZFO01000051.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium acetireducens
QYTU02000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Siminovitchia fortis
VDGG01000042.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus soli
FOXU01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus psychrotolerans
JAGYPF010000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
MPDK01000002.1		Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Sulfoacidibacillus	Sulfoacidibacillus thermotolerans
RHIB01000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alteribacter	Alteribacter keqinensis
FMZA01000009.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	Melghirimyces thermohalophilus
JACHHJ010000003.1		Bacillota	Bacilli	Bacillales		Geomicrobium	Geomicrobium halophilum
PGVE01000037.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus cucumis
JADBEL010000033.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina limicola
QXIR01000036.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus salacetis
CP001878.2		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalophilus	Alkalihalophilus pseudofirmus
JAAGPU010000008.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium senegalense
OU015584.1		Bacteroidota	Flavobacteriia	Flavobacteriales	Parvicellaceae	Parvicella	Parvicella tangerina
JAAIUV010000012.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus thermocopriae
PVXO01000005.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium liquoris
AFCE01000141.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	Caldalkalibacillus thermarum
LJIY01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Psychrobacillus	Psychrobacillus sp. FJAT-21963
SXDP01000012.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium niameyense
JACEIP010000020.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces daqus
MTLA01000145.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Heyndrickxia oleronia
QUQV01000006.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HNG
CAOS01000008.1		Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulforamulus	Desulforamulus hydrothermalis
CP144914.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalicoccus	Alkalicoccus halolimnae
FNQR01000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Thalassobacillus	Thalassobacillus cyri
JH414751.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus smithii
NPMS01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus indicus
QUMS01000003.1		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	Pelolinea submarina
JACHGK010000020.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus benzoevorans
BASE01000046.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	Mesobacillus selenatarsenatis
JACEOL010000009.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces mirandus
JNFA01000029.1		Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria booriae
KQ758688.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia veravalensis
NPMS01000004.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus indicus
PVXP01000012.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium luticellarii
BMFV01000020.1		Bacillota	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus	Pullulanibacillus pueri
CAKP01000115.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator australicus
FNNQ01000003.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema	Marininema mesophilum
ML122612.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Rummeliibacillus	Rummeliibacillus sp. TYF005
RHIB01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alteribacter	Alteribacter keqinensis
VLLN01000001.1		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	Geobacter argillaceus
BKZQ01000059.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Heyndrickxia	Weizmannia acidilactici
CP000673.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium kluyveri
CP013862.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Lentibacillus	Lentibacillus amyloliquefaciens
JABXYM010000002.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salipaludibacillus	Salipaludibacillus agaradhaerens
JACEOL010000071.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	Thermoactinomyces mirandus
NPMS01000011.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus indicus
NUDY01000060.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudomycoides
BJYA01000023.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalibacillus	Alkalibacillus haloalkaliphilus
FOES01000010.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Piscibacillus	Piscibacillus halophilus
JAGYPF010000003.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	Neobacillus rhizophilus
LPUT01000023.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina sp. HYO08
AZQP01000001.1		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Fervidicella	Fervidicella metallireducens
NQYC01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. PK3_68
CP042593.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus dafuensis
FOCQ01000003.1		Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Lihuaxuella	Lihuaxuella thermophila
APML01000043.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus halophilus
CP002048.1		Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophothermus	Syntrophothermus lipocalidus
RBZP01000001.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus halophilus
AMPQ01000008.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Salimicrobium jeotgali
WBOT01000005.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus mesophilum
AVBG01000007.1		Bacillota	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus chungwhensis
BJXX01000151.1		Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus danicus
CP009129.1		Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus sp. PAMC 21323
